Gruppe,enthalten in,Rückgabetyp,Name,Parameter,Beschreibung
,Programm,void,SelectGridCell,"string _p_DialogKey,string _p_ElementName,long _p_CellToSelectRow,long _p_CellToSelectColumn","Eine bestimmte Zelle im Grid selektieren.
( Hinweis: mit (-1, -1) kann die Selektion entfernt werden )

SelectGridCell(""CD"", ""GRID_1"", lRow, lColumn);"
,Programm,string,GetGridSelectedRows,"string _p_DialogKey,string _p_ElementName","Gibt die Nummer/Index der selektierten Zeilen zurück.
Die Zeilennummern sind durch ein "","" getrennt.

string strSelRows = GetGridSelectedRows(""CD"", ""GRID_1"");"
,Programm,void,SetGridFrozenRows,"string _p_DialogKey,string _p_ElementName,long _p_RowCount,long _p_AtTop","Eine bestimmte Anzahl von Zeilen oben oder unten für das Scrolling einfrieren.
Mit dieser Funktion können die eingefrorenen Zeilen wieder aufgehoben werden,
wenn der Parameter '_p_RowCount' = 0 gesetzt wird.

long lRowCount = 1;
long lRowsAtTop = 0; // 1, die zeilen oben einfrieren. 0, die Zeilen unten einfrieren.
SetGridFrozenRows(""CD"", ""GRID_1"", lRowCount, lRowsAtTop);

// die eingefrorenen Zeilen wieder 'auftauen'.
lRowCount = 0;
lRowsAtTop = 0;
SetGridFrozenRows(""CD"", ""GRID_1"", lRowCount, lRowsAtTop);"
,Programm,void,SetGridFrozenColumns,"string _p_DialogKey,string _p_ElementName,long _p_ColumnCount,long _p_AtLeft","Eine bestimmte Anzahl von Spalten auf der rechten oder linken Seite für das Scrolling einfrieren.
Mit dieser Funktion können die eingefrorenen Spalten wieder aufgehoben werden,
wenn der Parameter '_p_ColCount' = 0 gesetzt wird.


long lColCount = 2;
long lColsAtLeft = 1; // 1,  die Spalten links einfrieren. 0, die Spalten rechts einfrieren.
SetGridFrozenColumns(""CD"", ""GRID_1"", lColCount, lColsAtLeft);

// die eigefrorenen Spalten wieder 'auftauen'.
lColCount = 0;
long lColsAtLeft = 1;
SetGridFrozenColumns(""CD"", ""GRID_1"", lColCount, lColsAtLeft);"
,Programm,bool,IsGridCellMerged,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Prüft ob die bestimmte Zelle gemerged wurde.
Gibt 'true' zurück, wenn die Zelle gemerged ist, 'false' andernfalls.

BOOL boMerged = IsGridCellMerged( ""CD"", ""GRID_1"", lRow, lColumn);"
,Programm,void,SetBitmapButtonPicture,"string _p_DialogKey,string _p_ElementName,string _p_PictureFilePath,string _p_BKGDColor,long _p_Active","Das Bild eines Bitmap Button setzen.
Als Pfad der Bilddatei wird der relative Pfad übergeben.
Pro Button kann ein Bild für den aktiven/enabled und denn gesperrten/disabled Status gesetzt werden.

Folgende Bildformate werden unterstützt: .BMP .DIB .EMF .GIF .ICO .JPG .WMF

CreateDialogElement(""CD"", ""BTN1"", ""BITMAPBUTTON"", 2, 0, 10, 4, CDM_CENTER);
SetDialogElementProperty(""CD"", ""BTN1"", ""TEXTCOLOR"", ""0,255,0"");
SetDialogElementProperty(""CD"", ""BTN1"", ""FONT"", ""BOLD"");
string strBkgrndClr = ""255,255,255""; // the background color of the image to make background transparent!
bool bActive = true;
string strPath = ""<BD>\\BormTouchScreen\\ImagesBase\\130back.gif"";
SetBitmapButtonPicture(""CD"", ""BTN1"", strPath, strBkgrndClr, bActive);
SetDialogCallBack(""CD"", ""BTN1"", callback CallBackBitmapButton);"
,Programm,void,SetBitmapButtonFrame,"string _p_DialogKey,string _p_ElementName,long _p_Thickness,string _p_Color","Denn Rahmen um das Bild eine Bitmap Buttons definieren.
Die Rahmendicke und -farbe können gesetzt werden.

// bitmap button mit benutzerdefinierte frame farbe und dicke.
long lThickness = 5;
string strFrameColor = ""0,0,0"";
SetBitmapButtonFrame( ""CD"",""BTN1"", lThickness, strFrameColor);"
,Programm,void,UnMergeGridCells,"string _p_DialogKey,string _p_ElementName,long _p_RowStart,long _p_ColumnStart","Zusammengelegte Zellen wieder auflösen.
Als Parameter muss die Reihen - und Spalten Nummer der linken oberen Zelle,
vom zusammengelegten Bereich übergeben werden.

// unmerge der zellen in der 1ten Zeile welche von der 3ten spalte an gemerged sind.
long lColStart = 2;
long lRowStart = 0;
UnMergeGridCells(""CD"", ""GRID_1"", lRowStart, lColStart);"
,Programm,string,GetGridSelectedColumns,"string _p_DialogKey,string _p_ElementName","Gibt die Nummer/Index der selektierten Spalten zurück.
Die Spaltennummern sind durch ein "","" getrennt.

string strSelColumns = GetGridSelectedColumns(""CD"", ""GRID_1"");"
,Programm,void,SetBitmapButtonIcon,"string _p_DialogKey,string _p_ElementName,string _p_Icon,long _p_IconSize,string _p_BKGDColor,long _p_Active","Ein internes Icon als Bild eines Bitmap Button setzen.
Pro Button kann ein internes Icon als Bild für den aktiven/enabled und denn gesperrten/disabled Status gesetzt werden.
Es wird der Iconname z.B. ""INTERN:15"" und die Grösse übergeben 16, 32 oder 128.

CreateDialogElement(""CD"", ""BTN1"", ""BITMAPBUTTON"", 2, 0, 10, 4, CDM_CENTER);
SetDialogElementProperty(""CD"", ""BTN1"", ""TEXTCOLOR"", ""0,255,0"");
SetDialogElementProperty(""CD"", ""BTN1"", ""FONT"", ""BOLD"");
string strBkgrndClr = ""255,255,255""; // the background color of the image to make background transparent!
bool bActive = true;
string strPath = ""<BD>\\BormTouchScreen\\ImagesBase\\130back.gif"";
SetBitmapButtonIcon(""CD"",""BTN1"",""INTERN:15"", 128, strBkgrndClr, bActive);
SetDialogCallBack(""CD"",""BTN1"", callback CallBackBitmapButton);"
,Programm,void,SelectTreeNodes,"string _p_DialogKey,string _p_ElementName,string _p_NodesToSelect","Wähl Tree Nodes aus. Im Parameter _p_NodesToSelect müssen die Nodes mit , getrennt enthalten sein. Ein leerer Parameter löscht die aktuelle Selektion."
,Programm,string,GetTreeEditCommitKey,"string _p_DialogKey,string _p_ElementName","Die Funktion Liefert den Rückgabewert des Editierens einer Tree-Colomn. Damit kann ein (noch) ähnlicheres Excel-Verhalten abgebildet werden.

Rückgabewerte:
""RETURN""
""SHIFT-RETURN""
""TAB""
""SHIFT-TAB"""
,Programm,long,GetGrid1stVisibleColumn,"string _p_DialogKey,string _p_ElementName","Gibt die Nummer/Index der Spalte zurück, der ersten Spalte im sichtbaren Bereich des Grid.

long lColumn = GetGrid1stVisibleColumn(""CD"", ""GRID_1"");"
,Programm,void,SetGrid1stVisibleColumn,"string _p_DialogKey,string _p_ElementName,long lColumn","Macht die gewünschte Spalte zur ersten Spalte im sichtbaren Bereich des Grid.
D.h. die Spalte wird am linken Rand des Grid angezeigt.

long lColumn = 6;
SetGrid1stVisibleColumn(""CD"", ""GRID_1"", lColumn);"
,Programm,long,RefreshGridComboBoxHT,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Die Einträge einer Combobox, welche Werte aus einer Hashtabelle enthält,
werden neu geladen.
Gibt die Anzahl Einträge in der Combobox zurück.

long lCount = RefreshGridComboBoxHT(""CD"", ""GRID_1"", 0, nCol);"
,Programm,string,GetGridSelectedCells,"string _p_DialogKey,string _p_ElementName","Die Funktion gibt die Koordinaten aller selektierten Grid Zellen zurück,
der Rückegabewert könnte z.B. ""0,5;1,2;2,2;"" lauten, das heisst das die Zellen
in Spalte1/Reihe6, Spalte2/Reihe3 und Spalte3/Spalte3 selektiert sind.
Die einzelnen Zellen sind mit ';' getrennt und die x- und y- Koordinate der Zellen
mit einem ','.

string strSelCells = GetGridSelectedCells( ""CD"", ""GRID_1"" );

// extrahiere die einzelnen Zellen.
map<string,long> mpCells;
__StringToArray( strSelCells, "";"", mpCells);
int i;
for( i = 0; i < mpCells.GetSize(); ++i){
	mgb( mpCells[i] );
}"
,Programm,bool,CopyGridDragDropCells,"string __DialogKey,string __ElementKey","Gibt True zurück, wenn der User beim Drag 'n Drop CTRL gedrückt hält, ansonsten False.
Damit kann abgefragt werden, ob der benutzer den Datensatz verschiebn, oder kopieren will."
,Programm,string,GetGridDragDropOffset,"string __DialogKey,string __ElementKey","Gibt den Versatz beim  Drag 'n Drop in der Form ""+/-Column,+/-Row"" an."
,Programm,string,GetGridDragDropPosition,"string __DialogKey,string __ElementKey","Gibt die Koordinaten des Mauszeigers beim Drag 'n drop in der Form ""Column,Row"" an."
,Programm,void,SelectGridRegion,"string _p_DialogKey,string _p_ElementName,long _p_StartRow,long _p_StartColumn,long _p_EndRow,long _p_EndColumn","Zum selektieren mehrerer Zellen, einer rechteckigen Region, im Grid.

// alle Zellen im Grid selektieren.
long lStartRow = 0; 
long lStartCol =  0;
long lEndRow = GetGridRowCount(""CD"", ""GRID_1"") - 1;
long lEndCol = GetGridColumnCount(""CD"", ""GRID_1"") - 1;
SelectGridRegion(""CD"", ""GRID_1"", lStartRow, lStartCol, lEndRow, lEndCol);"
,Programm,void,SetBitmapButtonFramePicture,"string _p_DialogKey,string _p_ElementName,string _p_PictureFilePath,long _p_Width,long _p_Height","Mit dieser Funktion kann ein Bild welches als Rahmen für den Bitmap Button
verwendet werden soll gesetzt werden.
Der relative Pfad des Bildes wird übergeben.
Die Grösse des Bildes in Pixel wird auch an die Funktion übergeben.

SetBitmapButtonFramePicture(""CD"",""BTN15"",""<BD>\\Images\\WF_DZ_ZEITEN\\rahmen.gif"", 48, 48);"
,Programm,void,BGRefreshDesktopTables,string _p_TableNames,"Mit Diesem befehl können von einem MIF aus Tabellen im Desktop akutualisiert werden.
Mehrer Tabellen können Komma getrennt angegeben werden.
Bsp.: BGRefreshDesktopTables(""AUF_STAMM,PRO_STAMM"");"
,Programm,string,GetGridCellFormat,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Gibt das Format für eine Grid Zelle zurück.
Die mehreren Format Werten werden die Werte mit einem ',' getrennt zurückgegeben
z.B. ""0,3072"".
Der erste Wert ist immer die Textausrichtung CDM_LEFT, CDM_CENTER oder CDM_RIGHT.
Der Wert CDM_0_NKSTELLEN wird nie zurückgegeben.

string strFormat = GetGridCellFormat(""CD"", ""GRID_1"", lRow, lColumn);
map<string,long> mpFormat;
__StringToArray( strFormat, "","", mpFormat);
int i;
for( i = 0; i < mpFormat.GetSize(); ++i) {
	long lFormat = mpFormat[i];
	if( lFormat == CDM_CENTER ) {
		....
	}

	if( lFormat == CDM_BOLD ) {
		....			
	}
			
	if( lFormat == CDM_1_NKSTELLEN ) {
		....
	}
	....
}"
,Programm,string,GetGridMergedCells,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Prüft ob die bestimmte Zelle gemerged wurde.
Wenn ja, dann wird der gesamte Merge-Bereich in der sich die Zelle befindet
zürückgegeben.
Wenn nein, wird ein leerer String zurückgegeben.

Die Funktion gibt die Koordinaten aller gemergeden Grid Zellen zurück,
der Rückegabewert könnte z.B. ""2,4;3,4"" lauten, das heisst das die Zellen
in Spalte3/Reihe5 und Spalte4/Reihe5 gemerged sind.
Die einzelnen Zellen sind mit ';' getrennt und die x- und y- Koordinate der Zellen
mit einem ','.


string strMergedCells = GetGridMergedCells( ""CD"", ""GRID_1"", lRow, lColumn);"
,Programm,long,DeleteGridComboBoxValue,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column,string _p_Value","Löscht einen Combobox Eintrag mit bestimmten Wert aus einer Grid Combox.
Gibt die restliche Anzahl Combobox Eintrage zurück.
(Achtung: der pValue Parameter ist nicht für den angezeigten Text des Eintrages,
sondern für den DatenWert )

long lCount = DeleteGridComboBoxValue(""CD"", ""GRID_1"", nRow, nCol, string(4));"
,Programm,void,DeleteAllGridComboBoxValues,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Löscht alle Combobox Einträge aus einer Grid Combox.

DeleteAllGridComboBoxValues(""CD"", ""GRID_1"", nRow, nCol);"
,Programm,long,AddGridColumnEx,"string _p_DialogKey,string _p_ElementName,string _p_Titel,long _p_ColFormat,long _p_ColWidth,string _p_CallbackFunction,string _p_SortIconAsc,string _p_SortIconDesc","Fügt eine neue Spalte zum Grid hinzu, welche beim Anklicken des Spaltenkopfes
die entstprechende Callback Funktion aufruft.

Gibt gibt die Spaltennummer zurück.

Als parameter kann zusätzlich zu AddGridColumn(), die Callback Funktion und die Icons
für das auf- und absteigende Sortieren mitgegeben werden.
Sind die Icons leere strings, werden die default Icons angezeigt.

Gibt die Callback Funktion den Wert 'TRUE' zurück, so wird die Default Sortierung
des GRID ausgeführt.


lColNo = AddGridColumnEx(""CD"", ""GRID_1"", ""Titel"", CDM_LEFT, 100, callback CallBackSortColumn, ""INTERN:97"", ""INTERN:98"");"
,Programm,void,SetGridColumnIcon,"string _p_DialogKey,string _p_ElementName,long _p_Column,string _p_IconKey,long _p_Alignment","Das Icon für eine bestimmte Grid Spaltenkopf setzen.
Das Icon kann links oder rechts vom Spaltenkopf Text angezeigt werden.
- CDM_LEFT = Icon links von Text anzeigen.
- CDM_RIGHT = icon rechts von Text anzeigen.

SetGridColumnIcon(""CD"", ""GRID_1"", lColNo, ""INTERN:35"", CDM_RIGHT);"
,Programm,void,EnableGridZoom,"string _p_DialogKey,string _p_ElementName,long __Enable",Schaltet die Möglichkeit zum Zoomen im Grid ein oder aus.
,Programm,double,GetGridNewZoom,"string _p_DialogKey,string _p_ElementName",Gibt den Zoomfaktor eines Grid zurück der neu gesetzt werden soll (in callbacks zu benutzen. Der aktuell aktive kann mit GetGridCurrentZoom abgefragt werden).
,Programm,void,SetGridZoom,"string _p_DialogKey,string _p_ElementName,double _p_NewZoom",Setzt den Zoom Faktor eines Grid. Der Faktor muss zwischen 0.1 und 4 liegen.
,Programm,void,SetGridDisabledCellTextColor,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column,string _p_Color","Die Textfarbe einer Gridzelle setzen, die benutzt wird wenn die Zelle deaktiviert ist.

SetGridDisabledCellTextColor(""CD"", ""GRID_1"", nRow, nCol, ""255,255,0"");"
,Programm,string,GetGridDisabledCellTextColor,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Gibt die Text Farbe einer Zelle zurück, die benutzt wird wenn die Zelle deaktiviert ist.
Der Rückgabewert hat die Form ""255,255,0"", wobei der 1te wert für Rot, der 2te Wert für Grün und der 3te Wert für Blau steht.

string strColor = GetGridDisabledCellTextColor(""CD"", ""GRID_1"", 3, 1);"
,Programm,double,GetGridCurrentZoom,"string _p_DialogKey,string _p_ElementName",Gibt den aktuellen Zoomfaktor eines Grids zurück
,Programm,long,BGGetGeneralControlBackgroundColor,,Gibt die generelle Hintergrundarbe zurück.
,Programm,long,BGGetAlternatingRowColor1,,Gibt die erste der alternierenden Farben zurück.
,Programm,long,BGGetAlternatingRowColor2,,Gibt die zweite der alternierenden Farben zurück.
,Programm,long,BGGetNonFocusedSelectedCellBackgroundColor,,Gibt die Hintergrundfarbe für selektierte Zellen zurück wenn das Programm keinen Focus hat.
,Programm,long,BGGetFocusedSelectedCellBackgroundColor,,Gibt die Hintergrundfarbe für selektierte Zellen zurück wenn das Programm Focus hat.
,Programm,long,BGGetDisabledSelectedCellBackgroundColor,,Gibt die Hintergrundfarbe für selektierte Zellen zurück wenn die Zelle deaktiviert ist.
,Programm,long,BGGetDisabledUnselectedCellBackgroundColor,,Gibt die Hintergrundfarbe für nicht selektierte Zellen zurück wenn die Zelle deaktiviert ist.
,Programm,long,BGGetFocusedSelectedCellLineColor,,Gibt die Linienfarbe für selektierte Zellen zurück.
,Programm,long,BGGetUnselectedCellLineColor,,Gibt die Linienfarbe für nicht selektierte Zellen zurück.
,Programm,long,BGGetNonFocusedSelectedCellTextColor,,Gibt die Textfarbe für selektierte Zellen zurück wenn das Programm keinen Focus hat.
,Programm,long,BGGetFocusedSelectedCellTextColor,,Gibt die Textfarbe für selektierte Zellen zurück wenn das Programm Focus hat.
,Programm,long,BGGetDisabledTextColor,,Gibt die Textfarbe für deaktivierte Texte zurück.
,Programm,long,BGGetStrikeThroughTextColor,,Gibt die Textfarbe für durchgestrichene Texte zurück.
,Programm,long,BGGetMandatoryTextColor,,Gibt die Textfarbe für zwingend notwendige Texte zurück.
,Programm,long,BGGetComboBoxBackgroundColor,,Gibt die Hintergrundfarbe für Comboboxen zurück.
,Programm,long,BGGetSelectedComboItemBackgroundColor,,Gibt die Hintergrundfarbe für das selektierte Element in Comboboxen zurück.
,Programm,long,BGGetSelectedComboItemTextColor,,Gibt die Textfarbe für das selektierte Element in Comboboxen zurück.
,Programm,long,BGGetActiveEditBackgroundColor,,Gibt die Hintergrundfarbe für das aktive Edit Control zurück.
,Programm,long,BGGetInactiveEditBackgroundColor,,Gibt die Hintergrundfarbe für das inaktive Edit Control zurück.
,Programm,long,BGGetSplitterColor,,Gibt die Farbe des Splitters zurück.
,Programm,void,SelectToolbarComboButton,"string __sDialogKey,string __sComboKey,long __lIndex","Selektiert den mit dem Index angegeben ToolbarComboButton. Seit
Version 27.1 funktioniert dies auch zur Laufzeit des Dialogs.
Beispiel:
AddToolbarCombo(""SF"", ""C1"");
AddToolbarComboButton(""SF"", ""C1"", ""INTERN:18"", ""Einzelerfassung"",	callback ShowFunctionsToolbarCombo1);
AddToolbarComboSeparator(""SF"", ""C1"");
AddToolbarComboButton(""SF"", ""C1"", ""INTERN:19"", ""Dauererfassung"",	callback ShowFunctionsToolbarCombo2);
AddToolbarComboButton(""SF"", ""C1"", ""INTERN:20"", ""Dauererfassung mit Feldkopie"",	callback ShowFunctionsToolbarCombo3);
SelectToolbarComboButton(""SF"", ""C1"", 1);"
,Programm,string,GetFocusedDialogelement,string __Identifier,
,Programm,long,GetGridCellType,"string _p_DialogKey,string _p_ElementName,long _p_Row,long _p_Column","Gibt den Typ für eine Grid Zelle zurück.

long cellType = GetGridCellType(""CD"", ""GRID_1"", row, column);

string msg = ""Cell type: "";
		
if (cellType == GRID_CELL_TYPE_NONE)
	msg += ""None"";
else if (cellType == GRID_CELL_TYPE_TEXT)
	msg += ""Text"";
else if (cellType == GRID_CELL_TYPE_INTEGER)
	msg += ""Integer"";
else if (cellType == GRID_CELL_TYPE_DOUBLE)
	msg += ""Double"";
else if (cellType == GRID_CELL_TYPE_DATETIME)
	msg += ""DateTime"";
else if (cellType == GRID_CELL_TYPE_COMBOBOX)
	msg += ""ComboBox"";
else if (cellType == GRID_CELL_TYPE_RADIOBUTTON)
	msg += ""RadioButton"";
else if (cellType == GRID_CELL_TYPE_CHECKBOX)
	msg += ""CheckBox"";
else if (cellType == GRID_CELL_TYPE_BUTTON)
	msg += ""Button"";
else if (cellType == GRID_CELL_TYPE_PICTURE)
	msg += ""Picture"";
		
mgb(msg);"
,Programm,bool,HasGridStyle,"string _p_DialogKey,string _p_ElementName,long _p_Style",Mit dieser Funktion können Style (die zB. in CreateDialogelement mitgegeben werden) auf einem Grid abgefragt werden.
,Programm,string,GetGridColumnTitel,"string _p_DialogKey,string _p_ElementName,long _p_Column","Mit dieser Funktion können die Spalten Titel ausgelesen werden.

siehe auch SetGridColumnTitel."
,Programm,void,SetGridSelectedCells,"string _p_DialogKey,string _p_ElementName,string _p_CellsToSelect","Selektion von mehreren Zellen im GRID.
( Hinweis: Bei aktiver Zeilen-Selektion,CDM_GRID_ROW_SELECTION Mode, wird die ganze Zeile selektiert, wenn sich eine Zelle
aus der Mehrfachselektion darauf befindet. )

Als Parameter werden die Koordinaten aller zu selektierender Grid Zellen mitgegeben.
Die einzelnen Zellen sind mit ';' voneinander getrennt und die x- und y- Koordinate der Zellen
mit einem ',' (""[Spalte],[Zeile];..."").

string cellsToSelect = ""1,0;1,1;2,1;3,2;1,2;20,20;0,0"";
SetGridSelectedCells(""CD"", ""GRID_1"", cellsToSelect);"
